text,label,sentiment,new_sentiment
"Mostly sports type..lyk footbl,crckt..",1,neutral,positivo
Ma head dey swell oh. Thanks for making my day,4,compliment,positivo
U should make a fb list,3,informal,positivo
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",2,positive,negativo
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,0,negative,negativo
Happy New Year Princess!,3,informal,positivo
"I'll text carlos and let you know, hang on",1,neutral,positivo
"Don't worry, * is easy once have ingredients!",3,informal,positivo
I love u 2 my little pocy bell I am sorry but I love u,4,compliment,positivo
"Ok omw now, you at castor?",2,positive,positivo
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,3,informal,negativo
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",0,negative,negativo
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,3,informal,negativo
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",4,compliment,positivo
"Tonight? Yeah, I'd be down for that",1,neutral,positivo
What should i eat fo lunch senor,1,neutral,negativo
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",3,informal,positivo
No break time one... How... I come out n get my stuff fr ü?,1,neutral,positivo
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,0,negative,negativo
"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",1,neutral,negativo
Do you still have the grinder?,1,neutral,negativo
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,0,negative,negativo
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",4,compliment,positivo
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0,negative,negativo
K.i did't see you.:)k:)where are you now?,1,neutral,negativo
So i'm doing a list of buyers.,1,neutral,positivo
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0,negative,negativo
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,3,informal,negativo
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,3,informal,negativo
Don know..he is watching film in computer..,1,neutral,negativo
No b4 Thursday,1,neutral,negativo
"Oh, then your phone phoned me but it disconnected",1,neutral,negativo
Id onluy matters when getting on from offcampus,1,neutral,negativo
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,0,negative,negativo
"Excellent, I'll see what riley's plans are",4,compliment,positivo
I will see in half an hour,1,neutral,positivo
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",0,negative,positivo
Ew are you one of them?,1,neutral,negativo
Also hi wesley how've you been,3,informal,positivo
Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,3,informal,negativo
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0,negative,negativo
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,0,negative,negativo
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),3,informal,negativo
"Hm good morning, headache anyone? :-)",4,compliment,negativo
Yeah no probs - last night is obviously catching up with you... Speak soon,1,neutral,negativo
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,0,negative,negativo
I might go 2 sch. Yar at e salon now v boring.,0,negative,negativo
 &lt;#&gt;  mins but i had to stop somewhere first.,0,negative,negativo
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",4,compliment,positivo
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,2,positive,positivo
I didn't get the second half of that message,1,neutral,negativo
Wat time do u wan 2 meet me later?,3,informal,negativo
I thank you so much for all you do with selflessness. I love you plenty.,4,compliment,positivo
Am in film ill call you later.,0,negative,negativo
How dare you change my ring,1,neutral,negativo
You are a very very very very bad girl. Or lady.,0,negative,negativo
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0,negative,negativo
"What part of ""don't initiate"" don't you understand",1,neutral,negativo
I finished my lunch already. U wake up already?,3,informal,negativo
You still at the game?,1,neutral,negativo
You have got tallent but you are wasting.,0,negative,negativo
What is your record for one night? :),2,positive,positivo
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",4,compliment,positivo
 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,3,informal,negativo
Jokin only lar... :-) depends on which phone my father can get lor...,2,positive,negativo
"Aight, lemme know what's up",1,neutral,positivo
Get ready for  &lt;#&gt;  inches of pleasure...,2,positive,positivo
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,2,positive,positivo
;-) ok. I feel like john lennon.,2,positive,positivo
Cos darren say ü considering mah so i ask ü...,1,neutral,negativo
You are not bothering me but you have to trust my answers. Pls.,2,positive,positivo
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",2,positive,positivo
One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,3,informal,negativo
Aight what time you want me to come up?,1,neutral,negativo
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,negative,negativo
Your bill at 3 is £33.65 so thats not bad!,2,positive,positivo
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,1,neutral,positivo
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",2,positive,negativo
So how's the weather over there?,1,neutral,negativo
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",3,informal,negativo
Die... Now i have e toot fringe again...,1,neutral,negativo
Lol they don't know about my awesome phone. I could click delete right now if I want.,4,compliment,negativo
Ok,2,positive,positivo
"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",4,compliment,positivo
Please leave this topic..sorry for telling that..,1,neutral,negativo
Pls send me the correct name da.,1,neutral,negativo
What happened to our yo date?,1,neutral,negativo
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,0,negative,negativo
Webpage s not available!,3,informal,negativo
Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,0,negative,negativo
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,0,negative,negativo
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",2,positive,positivo
K..k...from tomorrow onwards started ah?,1,neutral,negativo
What u talking bout early morning? It's almost noon where your at!,3,informal,negativo
Fine. Do you remember me.,2,positive,positivo
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",0,negative,negativo
Ok. How many should i buy.,2,positive,positivo
"Sounds good, keep me posted",4,compliment,positivo
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,0,negative,negativo
Ok. So april. Cant wait,2,positive,positivo
Boy you best get yo ass out here quick,2,positive,negativo
Ay wana meet on sat?ü wkg on sat?,1,neutral,negativo
I'm now but have to wait till 2 for the bus to pick me.,1,neutral,negativo
Apart from the one i told you about yesterday?,1,neutral,positivo
Ok lor... But buy wat?,2,positive,negativo
Somebody should go to andros and steal ice,0,negative,negativo
Don know. I did't msg him recently.,1,neutral,negativo
Take us out shopping and Mark will distract Isaiah.=D,1,neutral,positivo
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",4,compliment,positivo
There is no sense in my foot and penis.,1,neutral,negativo
Okay but i thought you were the expert,2,positive,positivo
*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0,negative,positivo
S.s:)i thinl role is like sachin.just standing. Others have to hit.,2,positive,negativo
Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,4,compliment,positivo
"And very importantly, all we discuss is between u and i only.",3,informal,positivo
K..k:)how about your training process?,1,neutral,negativo
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,3,informal,negativo
In da car park,1,neutral,negativo
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,2,positive,positivo
So i asked how's anthony. Dad. And your bf,1,neutral,negativo
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",3,informal,negativo
What Today-sunday..sunday is holiday..so no work..,1,neutral,negativo
Am going to take bath ill place the key in window:-),0,negative,negativo
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,0,negative,negativo
"Dear, take care. I am just reaching home.love u a lot.",4,compliment,positivo
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,1,neutral,negativo
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,2,positive,positivo
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,2,positive,negativo
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,1,neutral,negativo
"Yo, you at jp and hungry like a mofo?",1,neutral,negativo
This is all just creepy and crazy to me.,0,negative,positivo
Ok... I din get ur msg...,3,informal,positivo
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,2,positive,positivo
Pathaya enketa maraikara pa',1,neutral,negativo
Even if he my friend he is a priest call him now,2,positive,negativo
"U so lousy, run already come back then half dead... Hee...",3,informal,negativo
That's y i said it's bad dat all e gals know u... Wat u doing now?,3,informal,negativo
Or remind me in a few hrs.,1,neutral,positivo
"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",2,positive,negativo
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,4,compliment,positivo
Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,4,compliment,positivo
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,3,informal,negativo
Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,0,negative,positivo
"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",4,compliment,negativo
Just haven't decided where yet eh ?,1,neutral,negativo
"Wat time liao, where still got.",1,neutral,negativo
Yes watching footie but worried we're going to blow it - Phil Neville?,1,neutral,negativo
I wait 4 ü inside da car park...,1,neutral,negativo
Uncle Abbey! Happy New Year. Abiola,3,informal,positivo
Now am free call me pa.,0,negative,negativo
R u saying i should re order the slippers cos i had to pay for returning it.,3,informal,negativo
Stop knowing me so well!,3,informal,negativo
Good evening! this is roger. How are you?,4,compliment,positivo
Small problem in auction:)punj now asking tiwary,0,negative,negativo
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,0,negative,negativo
He telling not to tell any one. If so treat for me hi hi hi,3,informal,positivo
My uncles in Atlanta. Wish you guys a great semester.,4,compliment,positivo
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,0,negative,negativo
U coming 2 pick me?,3,informal,negativo
Thats cool. i liked your photos. You are very sexy!,2,positive,positivo
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,3,informal,negativo
"Haha better late than ever, any way I could swing by?",3,informal,negativo
Ok. But i finish at 6.,2,positive,positivo
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",0,negative,negativo
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,3,informal,negativo
So no messages. Had food?,0,negative,negativo
Ok going to sleep. Hope i can meet her.,2,positive,positivo
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,3,informal,positivo
Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,4,compliment,positivo
You're right I have now that I think about it,1,neutral,positivo
Wat r u doing now?,3,informal,negativo
Is ur lecture over?,3,informal,negativo
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,0,negative,negativo
Customer place i will call you,1,neutral,positivo
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,1,neutral,negativo
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),4,compliment,positivo
"Haha I heard that, text me when you're around",3,informal,positivo
I.ll get there tomorrow and send it to you,1,neutral,positivo
"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...""",3,informal,negativo
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,4,compliment,negativo
"""CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.""",3,informal,negativo
"Sorry,  in meeting I'll call you later",1,neutral,negativo
Yo! Howz u? girls never rang after india. L,3,informal,negativo
Yeah but which is worse for i,0,negative,negativo
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,0,negative,negativo
I tagged MY friends that you seemed to count as YOUR friends.,2,positive,positivo
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,0,negative,negativo
Ok...,2,positive,positivo
Long time. You remember me today.,1,neutral,positivo
Havent shopping now lor i juz arrive only,1,neutral,negativo
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,4,compliment,negativo
Are you up for the challenge? I know i am :),2,positive,positivo
How much did ur hdd casing cost.,3,informal,negativo
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,1,neutral,negativo
I can't describe how lucky you are that I'm actually awake by noon,0,negative,positivo
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,0,negative,negativo
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",3,informal,positivo
Cheers for the card ... Is it that time of year already?,2,positive,positivo
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",0,negative,negativo
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",3,informal,negativo
Ugh hopefully the asus ppl dont randomly do a reformat.,1,neutral,negativo
"Haven't seen my facebook, huh? Lol!",3,informal,negativo
"Mah b, I'll pick it up tomorrow",1,neutral,positivo
Still otside le..u come 2morrow maga..,3,informal,negativo
Do u still have plumbers tape and a wrench we could borrow?,3,informal,negativo
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",0,negative,negativo
It vl bcum more difficult..,1,neutral,negativo
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,0,negative,negativo
Havent still waitin as usual... Ü come back sch oredi?,1,neutral,negativo
In meeting da. I will call you,1,neutral,positivo
K k :-):-) then watch some films.,1,neutral,positivo
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,2,positive,negativo
There the size of elephant tablets & u shove um up ur ass!!,3,informal,negativo
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",2,positive,negativo
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",3,informal,negativo
Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.,3,informal,negativo
Good morning pookie pie! Lol hope I didn't wake u up,4,compliment,negativo
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,2,positive,negativo
Happy birthday to you....dear.with lots of love.rakhesh NRI,4,compliment,positivo
Howz that persons story,1,neutral,negativo
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",0,negative,negativo
X2  &lt;#&gt; . Are you going to get that,1,neutral,positivo
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,3,informal,negativo
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,0,negative,negativo
Is ur paper today in e morn or aft?,3,informal,negativo
I will lick up every drop :) are you ready to use your mouth as well?,2,positive,positivo
And you! Will expect you whenever you text! Hope all goes well tomo,2,positive,positivo
Great. P diddy is my neighbor and comes for toothpaste every morning,4,compliment,positivo
"I av a new number,  . Wil u only use this one,ta.",3,informal,negativo
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,3,informal,positivo
7 lor... Change 2 suntec... Wat time u coming?,3,informal,negativo
No de.am seeing in online shop so that i asked.,1,neutral,negativo
Just curious because my cuz asked what I was up to,2,positive,positivo
Nice.nice.how is it working?,2,positive,positivo
Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,3,informal,positivo
Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,3,informal,negativo
She's good. How are you. Where r u working now,4,compliment,positivo
"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",2,positive,negativo
At home also.,1,neutral,positivo
This phone has the weirdest auto correct.,1,neutral,negativo
Oops my phone died and I didn't even know. Yeah I like it better.,2,positive,positivo
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,3,informal,negativo
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",3,informal,positivo
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",4,compliment,positivo
We got a divorce. Lol. She.s here,3,informal,negativo
What's ur pin?,3,informal,negativo
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0,negative,negativo
I want snow. It's just freezing and windy.,1,neutral,negativo
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,0,negative,negativo
Come to mahal bus stop.. &lt;DECIMAL&gt;,1,neutral,negativo
Don know:)this week i'm going to tirunelvai da.,1,neutral,positivo
Me too baby! I promise to treat you well! I bet you will take good care of me...,4,compliment,positivo
Its like that hotel dusk game i think. You solve puzzles in a area thing,2,positive,positivo
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",0,negative,negativo
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",4,compliment,positivo
Well that must be a pain to catch,1,neutral,negativo
Sorry da thangam.it's my mistake.,0,negative,negativo
I need... Coz i never go before,1,neutral,negativo
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",3,informal,negativo
Wife.how she knew the time of murder exactly,0,negative,negativo
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",0,negative,negativo
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,0,negative,negativo
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",3,informal,negativo
No plm i will come da. On the way.,1,neutral,negativo
Guess he wants alone time. We could just show up and watch when they do..,1,neutral,negativo
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),0,negative,positivo
Yup ü not comin :-(,1,neutral,negativo
"Yes, princess. Toledo.",2,positive,positivo
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",1,neutral,negativo
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,1,neutral,negativo
Good. No swimsuit allowed :),4,compliment,positivo
Am okay. Will soon be over. All the best,4,compliment,positivo
"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",3,informal,positivo
Ok i've sent u da latest version of da project.,3,informal,positivo
Good Morning my Dear........... Have a great &amp; successful day.,4,compliment,positivo
Pls accept me for one day. Or am begging you change the number.,2,positive,negativo
Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,3,informal,negativo
"Its ok, if anybody asks abt me, u tel them..:-P",3,informal,positivo
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",1,neutral,negativo
* You gonna ring this weekend or wot?,3,informal,negativo
Also track down any lighters you can find,1,neutral,negativo
"Sorry, I can't help you on this.",0,negative,negativo
"Babe, I need your advice",1,neutral,negativo
"I‘ll leave around four, ok?",2,positive,positivo
Come to medical college at 7pm ......forward it da,1,neutral,negativo
K:)k..its good:)when are you going?,2,positive,positivo
I can make lasagna for you... vodka...,1,neutral,positivo
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,3,informal,positivo
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,2,positive,negativo
"No, but you told me you were going, before you got drunk!",3,informal,negativo
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,1,neutral,negativo
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",0,negative,negativo
I'm always looking for an excuse to be in the city.,1,neutral,negativo
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,1,neutral,positivo
O shore are you takin the bus,1,neutral,negativo
So u gonna get deus ex?,3,informal,negativo
I will send them to your email. Do you mind  &lt;#&gt;  times per night?,1,neutral,negativo
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",0,negative,negativo
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,2,positive,negativo
Ok then i come n pick u at engin?,3,informal,positivo
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,1,neutral,negativo
Raviyog Peripherals bhayandar east,1,neutral,positivo
K actually can you guys meet me at the sunoco on howard? It should be right on the way,1,neutral,positivo
You have 1 new voicemail. Please call 08719181513.,0,negative,negativo
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",4,compliment,positivo
Just finished eating. Got u a plate. NOT leftovers this time.,3,informal,negativo
Thanx a lot...,1,neutral,positivo
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,3,informal,negativo
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,3,informal,negativo
Its a great day. Do have yourself a beautiful one.,4,compliment,positivo
What happened in interview?,1,neutral,negativo
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",3,informal,negativo
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,2,positive,negativo
I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,2,positive,negativo
Hey you around? I've got enough for a half + the ten I owe you,3,informal,positivo
Hey tmr maybe can meet you at yck,3,informal,positivo
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,3,informal,negativo
They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,1,neutral,negativo
Not to worry. I'm sure you'll get it.,2,positive,positivo
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",1,neutral,positivo
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p",0,negative,negativo
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,0,negative,negativo
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,1,neutral,negativo
"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",0,negative,negativo
Dear good morning how you feeling dear,4,compliment,positivo
